Date,Region,Location,Lat,Long,Habitat,Temp_water_C,Wave_exposure,STATION,TRANSECT,DATATYP,SPECIES,NUMBER,Min,Max,Avg,Num_m^2
31-Jan-17,Carlos,ISLA CARLOS III,-53.6634,-72.26639,Kelp bed,7.8,Protected,0,0,QUAL,Patagonotothen tessellata,,,,0,
1-Feb-17,Carlos,CANAL BARBARA,-53.86423,-72.18653,Kelp bed,7.8,Protected,1,A,QUAN,Patagonotothen cornucola,2,6,10,8,0.04
1-Feb-17,Carlos,CANAL BARBARA,-53.86423,-72.18653,Kelp bed,7.8,Protected,1,A,QUAN,Patagonotothen squamiceps,1,10,,10,0.02
1-Feb-17,Carlos,CANAL BARBARA,-53.86423,-72.18653,Kelp bed,7.8,Protected,1,A,QUAN,Patagonotothen tessellata,1,10,,10,0.02
1-Feb-17,Carlos,CANAL BARBARA,-53.86423,-72.18653,Kelp bed,7.8,Protected,1,B,QUAN,Patagonotothen cornucola,2,15,18,16.5,0.04
1-Feb-17,Carlos,CANAL BARBARA,-53.86423,-72.18653,Kelp bed,7.8,Protected,1,B,QUAN,Patagonotothen tessellata,1,8,,8,0.02
1-Feb-17,Carlos,CANAL BARBARA,-53.85126,-72.21865,Kelp bed,7.8,Protected,2,A,QUAN,Patagonotothen cornucola,1,15,,15,0.02
1-Feb-17,Carlos,CANAL BARBARA,-53.85126,-72.21865,Kelp bed,7.8,Protected,2,B,QUAN,Patagonotothen squamiceps,1,8,,8,0.02
1-Feb-17,Carlos,CANAL BARBARA,-53.85126,-72.21865,Kelp bed,7.8,Protected,2,B,QUAN,Patagonotothen tessellata,4,8,10,9,0.08
1-Feb-17,Carlos,CANAL BARBARA,-53.85126,-72.21865,Kelp bed,7.8,Protected,2,B,QUAN,Patagonotothen cornucola,1,10,,10,0.02
4-Feb-17,Hornos,ISLA HORNOS,-55.96066,-67.22369,Kelp bed,8.9,South,3,A,QUAN,Patagonotothen sima,1,4,,4,0.02
4-Feb-17,Hornos,ISLA HORNOS,-55.96066,-67.22369,Kelp bed,8.9,South,3,A,QUAN,Patagonotothen cornucola,1,6,,6,0.02
4-Feb-17,Hornos,ISLA HORNOS,-55.96066,-67.22369,Kelp bed,8.9,South,3,B,QUAN,Patagonotothen brevicauda,1,10,,10,0.02
4-Feb-17,Hornos,ISLA HORNOS,-55.96066,-67.22369,Kelp bed,8.9,South,3,B,QUAN,Patagonotothen sima,4,4,6,5,0.08
4-Feb-17,Hornos,ISLA HORNOS,-55.96479,-67.21429,Kelp bed,8.9,South,4,A,QUAN,Paranotothenia magellanica,3,6,10,8,0.06
4-Feb-17,Hornos,ISLA HORNOS,-55.96479,-67.21429,Kelp bed,8.9,South,4,A,QUAN,Patagonotothen cornucola,2,4,8,6,0.04
4-Feb-17,Hornos,ISLA HORNOS,-55.96479,-67.21429,Kelp bed,8.9,South,4,A,QUAN,Patagonotothen sima,2,6,10,8,0.04
4-Feb-17,Hornos,ISLA HORNOS,-55.96479,-67.21429,Kelp bed,8.9,South,4,B,QUAN,Paranotothenia magellanica,11,4,15,9.5,0.22
4-Feb-17,Hornos,ISLA HORNOS,-55.96479,-67.21429,Kelp bed,8.9,South,4,B,QUAN,Patagonotothen sima,5,4,7,5.5,0.10
5-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.5079,-68.72012,Kelp bed,10,South,5,A,QUAN,Paranotothenia magellanica,3,5,6,5.5,0.06
5-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.5079,-68.72012,Kelp bed,10,South,5,A,QUAN,Patagonotothen sima,53,4,6,5,1.06
5-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.5079,-68.72012,Kelp bed,10,South,5,B,QUAN,Patagonotothen brevicauda,2,8,10,9,0.04
5-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.5079,-68.72012,Kelp bed,10,South,5,B,QUAN,Patagonotothen sima,55,4,6,5,1.10
5-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.5079,-68.72012,Kelp bed,10,South,5,B,QUAN,Paranotothenia magellanica,2,8,20,14,0.04
5-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.5195,-68.70136,Kelp bed,10,South,6,A,QUAN,Patagonotothen sima,40,4,5,4.5,0.80
5-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.5195,-68.70136,Kelp bed,10,South,6,B,QUAN,Paranotothenia magellanica,4,6,15,10.5,0.08
5-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.5195,-68.70136,Kelp bed,10,South,6,B,QUAN,Patagonotothen sima,26,4,5,4.5,0.52
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.51716,-68.71955,Kelp bed,8.9,South,7,A,QUAN,Calliclinus geniguttatus,2,16,30,23,0.04
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.51716,-68.71955,Kelp bed,8.9,South,7,A,QUAN,Patagonotothen sima,35,4,6,5,0.70
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.51716,-68.71955,Kelp bed,8.9,South,7,B,QUAN,Calliclinus geniguttatus,1,30,,30,0.02
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.51716,-68.71955,Kelp bed,8.9,South,7,B,QUAN,Patagonotothen brevicauda,1,10,,10,0.02
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.51716,-68.71955,Kelp bed,8.9,South,7,B,QUAN,Patagonotothen sima,37,4,6,5,0.74
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.52198,-68.70216,Kelp bed,8.9,South,8,A,QUAN,Patagonotothen brevicauda,1,10,,10,0.02
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.52198,-68.70216,Kelp bed,8.9,South,8,A,QUAN,Patagonotothen sima,1,4,,4,0.02
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.52198,-68.70216,Kelp bed,8.9,South,8,B,QUAN,Patagonotothen sima,13,5,6,5.5,0.26
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.52198,-68.70216,Kelp bed,8.9,South,8,B,QUAN,Zoarcido,1,12,,12,0.02
6-Feb-17,Diego,ISLA DIEGO RAMIREZ,-56.52198,-68.70216,Kelp bed,8.9,South,8,B,QUAN,Patagonotothen brevicauda,1,12,,12,0.02
7-Feb-17,Hornos,ISLA HERSCHEL,-55.81209,-67.28489,Kelp bed,8.9,South,9,A,QUAN,Paranotothenia magellanica,1,10,,10,0.02
7-Feb-17,Hornos,ISLA HERSCHEL,-55.81209,-67.28489,Kelp bed,8.9,South,9,A,QUAN,Patagonotothen brevicauda,1,12,,12,0.02
7-Feb-17,Hornos,ISLA HERSCHEL,-55.81209,-67.28489,Kelp bed,8.9,South,9,A,QUAN,Patagonotothen cornucola,1,15,,15,0.02
7-Feb-17,Hornos,ISLA HERSCHEL,-55.81209,-67.28489,Kelp bed,8.9,South,9,A,QUAN,Patagonotothen tessellata,30,6,8,7,0.60
7-Feb-17,Hornos,ISLA HERSCHEL,-55.81209,-67.28489,Kelp bed,8.9,South,9,A,QUAN,Cottoperca trigloides,1,12,,12,0.02
7-Feb-17,Hornos,ISLA HERSCHEL,-55.81209,-67.28489,Kelp bed,8.9,South,9,B,QUAN,Patagonotothen cornucola,1,12,,12,0.02
7-Feb-17,Hornos,ISLA HERSCHEL,-55.81209,-67.28489,Kelp bed,8.9,South,9,B,QUAN,Patagonotothen squamiceps,2,6,10,8,0.04
7-Feb-17,Hornos,ISLA HERSCHEL,-55.81209,-67.28489,Kelp bed,8.9,South,9,B,QUAN,Patagonotothen tessellata,25,6,8,7,0.50
7-Feb-17,Hornos,ISLA HERSCHEL,-55.82639,-67.27045,Kelp bed,8.9,South,10,A,QUAN,Patagonotothen cornucola,6,10,12,11,0.12
7-Feb-17,Hornos,ISLA HERSCHEL,-55.82639,-67.27045,Kelp bed,8.9,South,10,A,QUAN,Patagonotothen sima,1,12,,12,0.02
7-Feb-17,Hornos,ISLA HERSCHEL,-55.82639,-67.27045,Kelp bed,8.9,South,10,A,QUAN,Patagonotothen squamiceps,1,6,,6,0.02
